"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2576.079,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2757.413,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2924.628,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",3139.898,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",3308.767,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",3496.375,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",3698.353,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",3840.691,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3946.468,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",4071.131,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",4210.808,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",7599.11,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",8032.56,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",8339.574,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",8620.039,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",9008.766,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",9386.459,"E"
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1970",205.343,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1971",221.539,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1972",245.269,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1973",268.578,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1974",295.066,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1975",327.638,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1976",376.866,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1977",431.916,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1978",477.136,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1979",533.428,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1980",601.436,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1981",691.302,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1982",777.983,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1983",850.273,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1984",942.445,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1985",1036.412,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1986",1090.03,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1987",1168.784,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1988",1327.163,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1989",1464.066,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1990",1615.105,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1991",1698.676,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1992",1770.883,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1993",1840.455,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1994",1866.493,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1995",1934.954,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1996",2015.063,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1997",2106.734,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1998",2256.351,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","1999",2390.631,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2000",2543.342,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2001",2692.412,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2002",2922.351,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2003",3159.434,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2004",3336.778,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2005",3518.63,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2006",3667.015,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2007",3848.57,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2008",3899.51,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2009",3971.278,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2010",4081.509,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2011",4184.998,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2012",4333.806,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2013",4399.791,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",1435.059,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",1465.728,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",1540.582,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",1592.709,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",1628.376,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1685.255,"E"
